# IEEE 493 (Gold Book) Equipment Reliability Data
# Source: IEEE Std 493-2007 "IEEE Recommended Practice for the Design of Reliable Industrial and Commercial Power Systems"
# PUBLIC DOMAIN DATA - Free to use and distribute
# Format: EquipmentType,EquipmentClass,FailureMode,FailureRate,MTBF_hours,MTTR_hours,DataSource,Confidence
# FailureRate is per hour, MTBF and MTTR in hours
#
# Reference: IEEE Std 493-2007, Appendix A - Equipment Reliability Data

# Transformers (Table 3-1 in IEEE 493)
Transformer,Liquid filled (300-10000 kVA),All modes,6.17e-6,162100,356,IEEE493-2007,High
Transformer,Liquid filled (>10000 kVA),All modes,1.03e-5,97100,285,IEEE493-2007,High
Transformer,Dry type (300-750 kVA),All modes,2.28e-6,438600,48,IEEE493-2007,Medium
Transformer,Dry type (>750 kVA),All modes,5.71e-6,175200,72,IEEE493-2007,Medium
Transformer,Rectifier,All modes,1.14e-5,87600,62,IEEE493-2007,High

# Circuit Breakers (Table 3-2 in IEEE 493)
Circuit Breaker,Fixed metalclad (0-600V),All modes,4.11e-6,243400,4,IEEE493-2007,High
Circuit Breaker,Fixed metalclad (>600V),All modes,1.71e-5,58400,83,IEEE493-2007,High
Circuit Breaker,Drawout metalclad (0-600V),All modes,1.14e-5,87600,4,IEEE493-2007,High
Circuit Breaker,Drawout metalclad (>600V),All modes,1.14e-5,87600,10,IEEE493-2007,High
Circuit Breaker,Molded case,All modes,3.43e-6,291600,4,IEEE493-2007,High

# Motors (Table 3-3 in IEEE 493)
Motor,Induction 0-50 HP,All modes,6.17e-6,162100,46,IEEE493-2007,High
Motor,Induction 51-250 HP,All modes,9.37e-6,106700,79,IEEE493-2007,High
Motor,Induction 251-500 HP,All modes,2.22e-5,45000,42,IEEE493-2007,High
Motor,Induction 501-1500 HP,All modes,2.91e-5,34400,57,IEEE493-2007,High
Motor,Induction >1500 HP,All modes,3.08e-5,32500,88,IEEE493-2007,High
Motor,Synchronous 1001-5000 HP,All modes,4.00e-5,25000,78,IEEE493-2007,Medium
Motor,DC 0-250 HP,All modes,5.48e-6,182500,69,IEEE493-2007,Medium

# Generators (Table 3-4 in IEEE 493)
Generator,Emergency/Standby,All modes,1.68e-4,5950,54,IEEE493-2007,High
Generator,Emergency/Standby,Fail to start,1.28e-4,7800,3,IEEE493-2007,High
Generator,Continuous duty,All modes,6.85e-5,14600,62,IEEE493-2007,Medium

# Cable (Table 3-5 in IEEE 493) - per 1000 circuit feet
Cable,Above ground (0-600V),All modes,1.14e-7,8760000,11,IEEE493-2007,High
Cable,Above ground (601-15000V),All modes,4.57e-7,2190000,19,IEEE493-2007,High
Cable,Below ground in duct (0-600V),All modes,1.37e-7,7300000,61,IEEE493-2007,High
Cable,Below ground in duct (601-15000V),All modes,9.13e-7,1095000,96,IEEE493-2007,High
Cable,Direct burial (0-600V),All modes,8.22e-7,1217000,35,IEEE493-2007,High
Cable,Direct burial (601-15000V),All modes,1.51e-6,662000,78,IEEE493-2007,High
Cable,Aerial (0-600V),All modes,7.76e-7,1288000,12,IEEE493-2007,Medium

# Switchgear Bus (Table 3-6 in IEEE 493) - per connected circuit breaker
Switchgear Bus,Insulated (0-600V),All modes,2.05e-6,487800,28,IEEE493-2007,High
Switchgear Bus,Insulated (>600V),All modes,4.45e-6,224700,26,IEEE493-2007,High
Switchgear Bus,Bare (0-600V),All modes,1.60e-6,625000,42,IEEE493-2007,High
Switchgear Bus,Bare (>600V),All modes,2.28e-6,438600,36,IEEE493-2007,High

